Number of C5.0 Attributes,Number of Event Types,Number of Values,Number of Selection Constraints,Number of Attributes,Number of Relevant Types,Number of Negation Constraints,Number of Aggregate Constraints,Number of Parameter Constraints,Window,Number of Errors,Original Precision,Original Recall,Original F-score,Misclassification Cost Estimate,Final Precision,Final Recall,Final F-score,iCEP Precision,iCEP Recall,iCEP F-score
135,15,50,1,2,3,0,5,0,10,42539,0.8719974715549936,0.9978300180831826,0.9306797099004891,3.3333332538604736,0.9439316239316239,0.9985533453887884,0.9704745166959577,0.9984132581100141,1.0,0.9992059991177769
135,15,50,1,2,3,0,2,0,10,1797,0.8605351170568561,0.9899961523662947,0.920737162283056,3.3333332538604736,0.933649289099526,0.9853789919199692,0.9588169225009361,0.7843681809164849,1.0,0.8791550861589772
135,15,50,1,2,3,0,3,0,10,32098,0.9528443113772455,1.0,0.9758528171713299,8.0,0.9567506581421588,0.9992144540455616,0.9775216138328531,0.9631265179951424,1.0,0.9812169609717692
135,15,50,1,2,3,0,5,0,10,312249,0.7588235294117647,0.9747043363994744,0.8533218291630715,5.333333492279053,0.8748524203069658,0.973718791064389,0.9216417910447761,0.8030650243483243,1.0,0.8907776630391612
135,15,50,1,2,3,0,2,0,10,9439,0.9018429487179487,1.0,0.9483884558668633,2.6666667461395264,0.9146688338073954,1.0,0.9554329371816639,0.9197175732217573,1.0,0.9581800844571584
135,15,50,1,2,3,0,3,0,10,11151,0.9651504035216434,0.9950832072617246,0.9798882681564246,2.6666667461395264,0.9758902077151336,0.9950832072617246,0.9853932584269663,0.9947757945145842,1.0,0.9973810563072895
135,15,50,1,2,3,0,5,0,10,418584,0.8381102362204724,0.9884843982169391,0.9071075507073462,6.666666507720947,0.9236933797909408,0.9847696879643388,0.9532542250988854,0.9963113242345998,1.0,0.9981522542498152
135,15,50,1,2,3,0,2,0,10,1581,0.988984088127295,1.0,0.9944615384615384,4.0,0.9967105263157895,1.0,0.9983525535420099,1.0,1.0,1.0
135,15,50,1,2,3,0,3,0,10,63040,0.846328538985617,0.9991063449508489,0.9163934426229509,6.666666507720947,0.8805555555555555,0.9915102770330653,0.9327448507776376,0.6704606082162546,1.0,0.802725433833706
135,15,50,1,2,3,0,5,0,10,34821,0.903448275862069,0.9992735197965855,0.9489479130734736,13.333333015441895,0.9785561115082202,0.9945513984743916,0.9864889209151504,0.9860966284323949,1.0,0.9929996499824991
135,15,50,1,2,3,0,2,0,10,10706,0.8604227405247813,0.9903523489932886,0.9208268330733228,1.3333333730697632,0.8672760511882999,0.9949664429530202,0.9267435045907405,0.7039422326307572,1.0,0.8262512885121979
135,15,50,1,2,3,0,3,0,10,20264,0.9384227583723442,0.9996164173379364,0.9680534918276374,6.0,0.9612546125461254,0.9992328346758726,0.97987586985142,0.9764862466725821,1.0,0.9881032547699214
135,15,50,1,2,3,0,5,0,10,309258,0.8517133956386292,0.99490538573508,0.9177576367908694,7.333333492279053,0.9489406043765196,0.9941775836972343,0.9710325217700372,0.9573160021078517,1.0,0.9781925872745221
135,15,50,1,2,3,0,2,0,10,6474,0.9669291338582677,0.9951377633711507,0.9808306709265175,7.333333492279053,0.9638932496075353,0.9951377633711507,0.9792663476874002,0.7415270744059214,1.0,0.8515825970249412
135,15,50,1,2,3,0,3,0,10,61773,0.8577421815408085,0.9964554718653079,0.9219102275056363,6.666666507720947,0.8751956181533647,0.9911386796632699,0.9295657594016206,0.6541559554413025,1.0,0.7909241607956901
135,15,50,1,2,3,0,5,0,10,29798,0.773093447905478,0.9975744975744976,0.8711043872919818,12.0,0.964572192513369,1.0,0.9819666553249404,0.9989731302413144,1.0,0.9994863013698629
135,15,50,1,2,3,0,2,0,10,9694,0.868440502586844,0.9970301230377598,0.9283033774442031,5.333333492279053,0.913671875,0.9923631735256683,0.9513931258897702,0.712026552128075,1.0,0.8317938191355913
135,15,50,1,2,3,0,3,0,10,25169,0.8736842105263158,0.9873605947955391,0.9270506108202444,9.333333015441895,0.9462481962481962,0.9750929368029739,0.9604540461369462,0.7601419878296146,1.0,0.8637280322673582
135,15,50,1,2,3,0,5,0,10,574869,0.8029739776951673,0.99790004199916,0.8898876404494382,13.333333015441895,0.8661764705882353,0.9895002099958001,0.9237404430503823,0.8084889643463498,1.0,0.894104393541119
135,15,50,1,2,3,0,2,0,10,19805,0.8758250825082509,0.9939138576779026,0.931140350877193,6.666666507720947,0.8842149104539775,0.9939138576779026,0.9358607009036808,0.8523956723338485,1.0,0.9203170629954108
135,15,50,1,2,3,0,3,0,10,23221,0.9402877697841726,1.0,0.9692250648869114,3.3333332538604736,0.9540610069827269,0.9931140015302219,0.9731958762886598,0.9732280008777705,1.0,0.986432384341637
135,15,50,1,2,3,0,5,0,10,296962,0.6826097620799607,0.9921568627450981,0.8087765184539378,6.666666507720947,0.9175769612711023,0.9882352941176471,0.9515962924819774,0.7615884876158848,1.0,0.864661063545676
135,15,50,1,2,3,0,2,0,10,19400,0.8462167689161554,0.9966281310211946,0.9152842291528424,0.6666666865348816,0.8440553745928339,0.9985549132947977,0.914827890556046,0.8406332453825858,1.0,0.9134174311926606
135,15,50,1,2,3,0,3,0,10,3527,0.9539187227866474,0.9846441947565543,0.9690379653520089,2.0,0.95836376917458,0.9827715355805243,0.970414201183432,0.9592008412197687,1.0,0.9791756118505797
