Number of C5.0 Attributes,Number of Event Types,Number of Values,Number of Selection Constraints,Number of Attributes,Number of Relevant Types,Window,Number of Errors,Original Precision,Original Recall,Original F-score,Misclassification Cost Estimate,Final Precision,Final Recall,Final F-score,iCEP Precision,iCEP Recall,iCEP F-score
195,15,50,3,6,3,10,564,0.9943317422434368,1.0,0.9971578160059835,0.6666666865348816,0.9952224544640191,1.0,0.9976055073331338,0.0,0.0,0.0
165,15,50,2,4,3,10,559,0.9916691460874739,1.0,0.9958171496862861,2.0,0.9946284691136974,1.0,0.9973070017953322,1.0,0.9254869394534199,0.9613017055479318
135,15,50,1,2,3,10,681,0.9903181189488244,0.9970161129898548,0.9936558287073752,4.0,0.9945452742239412,0.9974139645912075,0.9959775537567661,1.0,0.9180549302116164,0.9572769953051644
105,15,50,0,0,3,10,5156,0.9099148802017655,1.0,0.9528329137952379,8.0,0.9953400842369388,0.9620614984841923,0.9784178999295278,1.0,1.0,1.0
225,15,50,4,8,3,10,598,0.9970086748429554,1.0,0.9985020970641102,2.0,0.9978046103183315,1.0,0.9989010989010989,0.0,0.0,0.0
195,15,50,3,6,3,10,569,0.9947274174293673,1.0,0.997356740312204,0.6666666865348816,0.9940351923650462,1.0,0.9970086748429554,0.0,0.0,0.0
165,15,50,2,4,3,10,514,0.995717984465246,1.0,0.9978543984831096,0.6666666865348816,0.9954206072672972,1.0,0.9977050488924367,0.9998454643795395,0.9669705574652518,0.9831332624221243
135,15,50,1,2,3,10,431,0.9967105263157895,1.0,0.9983525535420099,1.3333333730697632,0.9976055073331338,1.0,0.9988013185495954,1.0,0.9513187641296157,0.9750521356298757
105,15,50,0,0,3,10,4719,0.9181003726314121,1.0,0.957301698838507,9.333333015441895,0.9953584321815369,1.0,0.997673817523908,1.0,1.0,1.0
225,15,50,4,8,3,10,627,0.9940351923650462,1.0,0.9970086748429554,0.6666666865348816,0.9941340226685226,1.0,0.9970583836067209,0.0,0.0,0.0
195,15,50,3,6,3,10,542,0.9945295404814004,1.0,0.9972572682391662,2.0,0.9928507596067918,1.0,0.9964125560538116,0.0,0.0,0.0
165,15,50,2,4,3,10,537,0.9968121139669257,0.9997002697572185,0.9982541028582831,0.6666666865348816,0.9964161274265804,1.0,0.998204846913334,1.0,0.9743780723968419,0.9870227855741662
135,15,50,1,2,3,10,4231,0.9209210849791035,0.9986670221274326,0.958219645293315,6.666666507720947,0.9835979300061398,0.996534257531325,0.9900238368500044,1.0,0.8447008723126589,0.9158133819860743
105,15,50,0,0,3,10,4302,0.9319401072944191,1.0,0.9647712201591512,8.666666984558105,0.9977359804946012,0.9844488358106367,0.9910478744107599,1.0,1.0,1.0
225,15,50,4,8,3,10,568,0.9974064837905237,1.0,0.9987015581302436,0.6666666865348816,0.9981034138550609,1.0,0.9990508068142079,0.0,0.0,0.0
195,15,50,3,6,3,10,611,0.9949253731343284,1.0,0.997456232231034,2.6666667461395264,0.9983027156549521,1.0,0.9991506370222334,0.0,0.0,0.0
