Number of C5.0 Attributes,Number of Event Types,Number of Values,Number of Selection Constraints,Number of Attributes,Number of Relevant Types,Window,Number of Errors,Original Precision,Original Recall,Original F-score,Misclassification Cost Estimate,Final Precision,Final Recall,Final F-score,iCEP Precision,iCEP Recall,iCEP F-score
20,5,50,1,2,3,10,117915,0.45749764225086453,0.9996565462288776,0.6277173913043478,9.333333015441895,0.7157119806373538,0.9749965654622887,0.8254725210817098,1.0,0.46480766000335966,0.6346330275229357
135,15,50,1,2,3,10,817,0.9826589595375722,0.9978113808197374,0.9901772051927538,3.3333332538604736,0.9932606541129831,0.9970155192996418,0.9951345447324,1.0,0.9186002853495532,0.957573385518591
495,30,50,1,2,3,10,250,0.9983027156549521,1.0,0.9991506370222334,0.0,0.9983027156549521,1.0,0.9991506370222334,0.999849635365762,1.0,0.9999248120300752
20,5,50,1,2,3,10,3036,0.9833267948214987,0.9932633247473747,0.9882700837851158,4.666666507720947,0.9898371978293043,0.9938577372696652,0.9918433931484503,1.0,0.6941987707989806,0.8195009732790656
135,15,50,1,2,3,10,831,0.9840430739109153,0.9984108065156932,0.9911748755115121,6.666666507720947,0.9929834963929242,0.9980135081446166,0.9954921484123446,1.0,0.9214418431809737,0.9591149963253781
495,30,50,1,2,3,10,307,0.9968098893430366,1.0,0.998402396405392,0.6666666865348816,0.9968098893430366,1.0,0.998402396405392,1.0,0.9901234567901235,0.9950372208436724
20,5,50,1,2,3,10,3869,0.9733012048192771,1.0,0.9864699848581058,6.666666507720947,0.9917501473187978,1.0,0.9958579881656805,1.0,0.7629690536702048,0.8655501377994489
135,15,50,1,2,3,10,1158,0.9796783203313107,0.9993123096571372,0.9893979184904191,5.333333492279053,0.9921920749560804,0.9987228607918263,0.9954467564259485,1.0,0.9159701492537313,0.956142400872478
495,30,50,1,2,3,10,315,0.9971080973274831,1.0,0.9985519548609377,0.6666666865348816,0.9971080973274831,1.0,0.9985519548609377,1.0,0.9998502881952241,0.9999251384937865
20,5,50,1,2,3,10,140791,0.44135613035218474,1.0,0.6124178765512207,8.0,0.6547149360502926,1.0,0.7913325996960645,1.0,0.45397048489107517,0.6244562590623489
135,15,50,1,2,3,10,615,0.9945295404814004,1.0,0.9972572682391662,3.3333332538604736,0.9962140081697718,1.0,0.998103413855061,0.9998432356168678,0.9635168819397235,0.9813440012309113
495,30,50,1,2,3,10,271,0.9915733121839992,1.0,0.9957688287122305,0.6666666865348816,0.9915733121839992,1.0,0.9957688287122305,1.0,0.9623768289041504,0.9808277541083383
20,5,50,1,2,3,10,12914,0.8425881216803477,1.0,0.9145702306079665,6.666666507720947,0.9467402115923682,1.0,0.9726415532537508,1.0,0.67467773650863,0.8057403783431181
135,15,50,1,2,3,10,1538,0.9690573966192341,0.9989171096672573,0.9837607251926899,5.333333492279053,0.9912966946997849,0.9979326639102185,0.9946036106750392,1.0,0.9118171021377672,0.9538748252834292
495,30,50,1,2,3,10,286,0.9986018176370718,1.0,0.9993004197481512,1.3333333730697632,0.9993004197481511,1.0,0.9996500874781304,1.0,1.0,1.0
20,5,50,1,2,3,10,2263,0.9948356341245407,1.0,0.9974111321318332,4.666666507720947,0.9969141947043599,0.999800339422981,0.9983551811792852,1.0,0.7007282829041219,0.8240331979516158
135,15,50,1,2,3,10,590,0.9957205414012739,1.0,0.9978556824415299,2.0,0.9958196476560167,1.0,0.9979054458408139,1.0,0.9619634668871683,0.9806130268199234
495,30,50,1,2,3,10,312,0.9944394796941713,1.0,0.9972119884496664,1.3333333730697632,0.994242033157947,1.0,0.9971127041019515,1.0,0.9605461677730839,0.9798761014275271
20,5,50,1,2,3,10,6364,0.9239866389816738,1.0,0.9604917417417418,7.333333492279053,0.9760633225252718,1.0,0.98788668500555,1.0,0.6863276670574443,0.8139908755159678
135,15,50,1,2,3,10,790,0.9912142152023692,1.0,0.9955877249516634,3.3333332538604736,0.9946492271105827,0.9997012249775918,0.9971688272984651,1.0,0.920738572393605,0.9587338804220399
495,30,50,1,2,3,10,334,0.9869990224828934,0.996250616674889,0.991603240854407,2.0,0.9874134061859694,0.9985199802664035,0.9929356357927787,1.0,0.9607318161535029,0.9799726900318616
20,5,50,1,2,3,10,79839,0.5057598413182789,1.0,0.6717669411019632,10.0,0.817258883248731,0.9957010332604269,0.8976982966715398,1.0,0.49857324995446545,0.6653972369647125
135,15,50,1,2,3,10,448,0.9990027921818907,1.0,0.9995011473610695,2.6666667461395264,0.9991021548284118,0.9997005390297464,0.999401257359545,1.0,0.9699564368334085,0.9847491230745768
495,30,50,1,2,3,10,339,0.9829534385349697,0.9956586087814504,0.9892652320964658,2.6666667461395264,0.988634136782285,0.9955599407992106,0.9920849515756355,1.0,0.9577622169249106,0.9784254784825539
20,5,50,1,2,3,10,284095,0.46807713911252574,1.0,0.6376737661012626,8.666666984558105,0.5997212759368226,0.96825,0.7406769936890418,1.0,2.2078954340722424E-4,4.414816122908481E-4
135,15,50,1,2,3,10,650,0.9961166981977497,0.9999000499750125,0.9980047885075818,3.3333332538604736,0.997207539642964,0.999400299850075,0.998302715654952,1.0,0.9628931291952636,0.9810958272496734
495,30,50,1,2,3,10,301,0.9938375906967498,1.0,0.9969092721834496,0.0,0.9938375906967498,1.0,0.9969092721834496,0.999848954006495,1.0,0.9999244712990937
20,5,50,1,2,3,10,10283,0.8705583756345178,0.9994172494172494,0.9305480195333695,3.3333332538604736,0.9227040129275519,0.9982517482517482,0.9589923023093072,1.0,0.683983947464429,0.8123402227132891
135,15,50,1,2,3,10,581,0.9955272835702217,1.0,0.9977586292772825,2.0,0.9967144563918757,0.9995007987220448,0.9981056829511467,1.0,0.9438556933483653,0.9711170397865677
495,30,50,1,2,3,10,269,0.9946284691136974,1.0,0.9973070017953322,0.6666666865348816,0.9946284691136974,1.0,0.9973070017953322,0.9988067715713327,1.0,0.9994030296246549
20,5,50,1,2,3,10,7793,0.9226142382619624,0.9996109327886392,0.9595704948646124,5.333333492279053,0.9709132118235905,1.0,0.9852419741255389,1.0,0.6874679557606387,0.8147923086939537
