3 Concurrent Rules Precision,3 Concurrent Rules Recall,3 Concurrent Rules,2 Concurrent Rules Precision,2 Concurrent Rules Recall,2 Concurrent Rules
0.9523141302481056,0.9280940892149299,0.9400481301996328,0.9523141302481056,0.9280940892149299,0.9400481301996328
0.9556293698811056,0.942740425069895,0.9491411428554077,0.9556293698811056,0.942740425069895,0.9491411428554077
0.9624886580520009,0.9608712220597974,0.9616792599701762,0.9624886580520009,0.9608712220597974,0.9616792599701762
0.9679578035979676,0.9541433474661821,0.9610009321514154,0.9679578035979676,0.9541433474661821,0.9610009321514154
0.9491782286860222,0.9457748127805315,0.9474734643937338,0.9491782286860222,0.9457748127805315,0.9474734643937338
0.9513673639419409,0.9548405699593916,0.9531008027732896,0.9513673639419409,0.9548405699593916,0.9531008027732896
0.971321312472824,0.9648042854385582,0.9680518307516109,0.971321312472824,0.9648042854385582,0.9680518307516109
0.9534305593384009,0.9401968316805897,0.9467674531630464,0.9534305593384009,0.9401968316805897,0.9467674531630464
0.9398172677595629,0.9466538674933289,0.9432231796563768,0.9398172677595629,0.9466538674933289,0.9432231796563768
0.9625378682900257,0.952464561195573,0.957474720908051,0.9625378682900257,0.952464561195573,0.957474720908051
0.9576954189485358,0.9382985600132033,0.9478977702479153,0.9576954189485358,0.9382985600132033,0.9478977702479153
0.9623570681101528,0.9504368322835282,0.956359807663572,0.9623570681101528,0.9504368322835282,0.956359807663572
0.9474857016844981,0.9410242597122747,0.9442439269488129,0.9474857016844981,0.9410242597122747,0.9442439269488129
0.9504091737594276,0.940605145802438,0.9454817451229931,0.9504091737594276,0.940605145802438,0.9454817451229931
0.9254595158309626,0.9048095647757155,0.9150180491045579,0.9254595158309626,0.9048095647757155,0.9150180491045579
0.9360140934645174,0.9159434133696126,0.9258699949282807,0.9360140934645174,0.9159434133696126,0.9258699949282807
0.9556001025066932,0.9294969243459623,0.942367786413239,0.9556001025066932,0.9294969243459623,0.942367786413239
0.9625766520507231,0.9524216561044736,0.9574722287424089,0.9625766520507231,0.9524216561044736,0.9574722287424089
0.9589476291148729,0.9445770091359241,0.9517080737758953,0.9589476291148729,0.9445770091359241,0.9517080737758953
0.961848213321818,0.958658893278506,0.9602509051031562,0.961848213321818,0.958658893278506,0.9602509051031562
0.9546841586775271,0.920648056047017,0.9373572404124114,0.9546841586775271,0.920648056047017,0.9373572404124114
0.9379556453214267,0.9291453492619853,0.9335297107041352,0.9379556453214267,0.9291453492619853,0.9335297107041352
0.9514811691200034,0.9447634244682215,0.948110397460725,0.9514811691200034,0.9447634244682215,0.948110397460725
0.955291751171072,0.9597890069566547,0.9575350985268637,0.955291751171072,0.9597890069566547,0.9575350985268637
0.9536145731104623,0.9430269864859234,0.9482912283550208,0.9536145731104623,0.9430269864859234,0.9482912283550208
0.9680787167597552,0.9613386093464737,0.9646968903154781,0.9680787167597552,0.9613386093464737,0.9646968903154781
0.9684754143691342,0.9523587878322569,0.9603494883804953,0.9684754143691342,0.9523587878322569,0.9603494883804953
0.9697910401727196,0.9600374329428216,0.9648895885501056,0.9697910401727196,0.9600374329428216,0.9648895885501056
0.9400265638025801,0.8939929922161864,0.9164320606927807,0.9400265638025801,0.8939929922161864,0.9164320606927807
0.9498083705282474,0.9443224092958581,0.9470574454314067,0.9498083705282474,0.9443224092958581,0.9470574454314067
0.9666208827184025,0.9664380811619165,0.9665294732967581,0.9666208827184025,0.9664380811619165,0.9665294732967581
0.946010028569568,0.9251539051911364,0.935465734979307,0.946010028569568,0.9251539051911364,0.935465734979307
0.9477146503542666,0.944953355507385,0.9463319886448528,0.9477146503542666,0.944953355507385,0.9463319886448528
0.9645006505412994,0.9508349312135823,0.9576190391374003,0.9645006505412994,0.9508349312135823,0.9576190391374003
0.9539510983078812,0.9556235616384234,0.9547865975761294,0.9539510983078812,0.9556235616384234,0.9547865975761294
0.9659894693064024,0.9592122015873783,0.96258890647383,0.9659894693064024,0.9592122015873783,0.96258890647383
0.9579548979577114,0.9525656683040029,0.955252682114471,0.9579548979577114,0.9525656683040029,0.955252682114471
0.9492096686871689,0.9525922453697538,0.9508979488747391,0.9492096686871689,0.9525922453697538,0.9508979488747391
0.9624616831827691,0.9565477399408752,0.959495598859131,0.9624616831827691,0.9565477399408752,0.959495598859131
0.9661567640585478,0.9402856211649232,0.9530456520237245,0.9661567640585478,0.9402856211649232,0.9530456520237245
0.9672194082710943,0.9629905485925622,0.9651003459683708,0.9672194082710943,0.9629905485925622,0.9651003459683708
0.9606492939292474,0.945202470743085,0.9528632845121993,0.9606492939292474,0.945202470743085,0.9528632845121993
0.9624331710423327,0.9581574416028449,0.960290546885018,0.9624331710423327,0.9581574416028449,0.960290546885018
0.872696021996808,0.8168928573751759,0.8438729157520317,0.872696021996808,0.8168928573751759,0.8438729157520317
0.9360856821807152,0.9223398390803174,0.9291619250709582,0.9360856821807152,0.9223398390803174,0.9291619250709582
