NumC50Attributes,NumEventTypes,NumValues,NumConstraints,NumAttributes,NumEventConstraints,NumNegations,NumAggregates,NumParameters,Window,NumErrors,OriginalPrecision_Rule1,OriginalRecall_Rule1,OriginalF1_Rule1,MissClassificationCost_Rule1,FinalPrecision_Rule1,FinalRecall_Rule1,FinalF1_Rule1,OriginalPrecision_Rule2,OriginalRecall_Rule2,OriginalF1_Rule2,MissClassificationCost_Rule2,FinalPrecision_Rule2,FinalRecall_Rule2,FinalF1_Rule2,OriginalPrecision_Rule12,OriginalRecall_Rule12,OriginalF1_Rule12,MissClassificationCost_Rule12,FinalPrecision_Rule12,FinalRecall_Rule12,FinalF1_Rule12,SystemPrecisionFinal,SystemRecallFinal,SystemF1Final,SystemPrecisionOriginal,SystemRecallOriginal,SystemF1Original
135,15,50,1,2,3,0,0,0,10,69398,0.7201298701298702,0.6938477580813347,0.706744556558683,14.666666984558105,0.8361237950279046,0.6873826903023983,0.7544923886917706,0.6800969968289499,0.6979326186830015,0.6888993859234765,10.666666984558105,0.8132113367551885,0.6975497702909648,0.7509531169500258,0.4001633319722336,1.0,0.5715952172645087,20.0,0.4095848425745333,1.0,0.5811425182842459,0.9309136150341427,0.9784737564937004,0.9541013578032932,0.5720798707294552,0.7649509993055019,0.6546042856671179
135,15,50,1,2,3,0,0,0,10,21168,0.6811276657902425,0.9602553542009885,0.7969577849940181,10.666666984558105,0.7601604744461887,0.8974464579901154,0.8231183303428086,0.7980976310122039,0.9658992180712423,0.8740172955974842,20.0,0.8980788675429727,0.9645960034752389,0.9301497539009321,0.8406559405940595,1.0,0.9134308287107077,20.0,0.8453640323584318,1.0,0.9162030011802393,0.9332042988845312,0.9795865992279479,0.9558330985695058,0.7557188498402556,0.9712572883304591,0.8500377331368815
135,15,50,1,2,3,0,0,0,10,21136,0.7517611539751761,0.9622155431515672,0.8440677966101696,20.0,0.8848906560636183,0.9555603263203092,0.9188687035507844,0.7954339554267077,0.9580969009166302,0.869220869220869,18.66666603088379,0.872192407076128,0.9576604103011785,0.9129304067408717,0.8506616257088847,1.0,0.9193054136874361,14.0,0.8506616257088847,1.0,0.9193054136874361,0.9566217295497628,0.9962021764835561,0.9760108385652645,0.7896281132719208,0.969179229480737,0.8702387666854671
135,15,50,1,2,3,0,0,0,10,45946,0.864876119092234,0.928268156424581,0.8954516059495582,13.333333015441895,0.9499199634118454,0.928268156424581,0.9389692585895119,0.819925621452339,0.9362986142154671,0.8742564958781175,20.0,0.9026071967248438,0.9362986142154671,0.9191442676906199,0.7767131242740999,1.0,0.8743258702402353,12.666666984558105,0.7780686445607912,1.0,0.8751840340258465,0.9631433584431542,0.9944339040391341,0.9785385521606248,0.8249475890985325,0.9478664831383344,0.8821457165732586
135,15,50,1,2,3,0,0,0,10,21666,0.7717182310784828,0.9694773825208608,0.859367396593674,20.0,0.9084362139917695,0.9694773825208608,0.9379647333758233,0.6555060471037556,0.9411442149515628,0.7727750262644455,12.666666984558105,0.8004354136429608,0.8064339243282763,0.8034234726395337,0.8314950980392157,1.0,0.9079959852793577,20.0,0.8363636363636363,1.0,0.9108910891089108,0.9538704720949983,0.9785024750605547,0.9660294812200153,0.7290973871733967,0.9638119161629641,0.8301835761858075
135,15,50,1,2,3,0,0,0,10,21443,0.7035002354418458,0.9524011899702507,0.8092443802473595,4.666666507720947,0.7770767613038907,0.9422014449638759,0.8517095658855167,0.8290254642925522,0.972815097730847,0.8951829646475087,16.0,0.925,0.9725904291170524,0.9481984448581755,0.8695372750642674,1.0,0.9302165692677896,20.0,0.8720592974540767,1.0,0.9316577724221037,0.9418779254233028,0.993650246566626,0.9670716720907505,0.7832177342581259,0.970917980274804,0.8670254808235162
135,15,50,1,2,3,0,0,0,10,22163,0.7793676028970147,0.9645824223874071,0.8621397166585247,18.0,0.8806477409036385,0.9630520332313074,0.9200083542188805,0.8622671422909235,0.968179795282599,0.9121593291404612,20.0,0.9573157315731573,0.968179795282599,0.9627171147250801,0.8664059954382535,1.0,0.9284217877094972,14.666666984558105,0.8709466098919096,1.0,0.9310224089635855,0.9696437815851103,0.9966502642794521,0.9829615597994773,0.8291231126596981,0.9739916432165089,0.8957377563423912
135,15,50,1,2,3,0,0,0,10,36800,0.8072218986604542,0.9172733289212442,0.8587360594795539,20.0,0.9029315960912052,0.9172733289212442,0.9100459619172686,0.7574334898278561,0.9244482173174873,0.8326483800057345,20.0,0.867184388689765,0.9242359932088285,0.8948017259091842,0.7303252885624344,1.0,0.8441479684657367,20.0,0.7425980261403041,1.0,0.8522883820603092,0.9677757883447866,0.9950921697153269,0.9812439039187594,0.7678401522359658,0.9392301936985618,0.8449313839135474
135,15,50,1,2,3,0,0,0,10,21199,0.7904319885755088,0.9668122270742358,0.8697701826753094,17.33333396911621,0.8605435429478279,0.9471615720524017,0.90177736202058,0.7992714025500911,0.9718715393133998,0.8771614192903547,20.0,0.8922106975798251,0.9716500553709856,0.9302374893977947,0.8590966921119593,1.0,0.9242087254063301,20.0,0.8637671889990406,1.0,0.926904598490048,0.9567158824862171,0.9944265094052653,0.9752067706253399,0.8090053385782523,0.9763479145473042,0.8848340503995084
135,15,50,1,2,3,0,0,0,10,45087,0.7937049677664012,0.900990099009901,0.843951612903226,20.0,0.8756802009208874,0.9005596211795093,0.8879456706281834,0.7858200666419844,0.9352280237937872,0.8540388290916406,19.33333396911621,0.8821450841820827,0.9350077109495484,0.907807486631016,0.7308951965065502,1.0,0.8445285398927783,20.0,0.7367262723521321,1.0,0.8484080468873754,0.963894046583778,0.9949103118343741,0.9791566190269269,0.7746861924686193,0.9364410351513108,0.8479181773079418
135,15,50,1,2,3,0,0,0,10,40035,0.7778211636079656,0.8880962995987517,0.829308909242298,20.0,0.92411232304479,0.8876504681230495,0.9055144968732234,0.826729745712596,0.9315859617947578,0.8760313315926892,20.0,0.9313790806129247,0.9315859617947578,0.9314825097168239,0.7211975407645015,1.0,0.8380183258269918,20.0,0.7242953020134228,1.0,0.8401058695313717,0.9680289378617821,0.9924382529756874,0.9800816381028677,0.7804247990815155,0.9306862912887216,0.848957926781672
135,15,50,1,2,3,0,0,0,10,39069,0.8063353566009105,0.9195327709279688,0.8592218292066701,14.666666984558105,0.8696454191432671,0.9178022928834091,0.8930751420753527,0.7585379361270076,0.9088697190886972,0.8269269470718456,20.0,0.8895864905823772,0.9088697190886972,0.899124726477024,0.7179147922730881,1.0,0.8357979051139864,20.0,0.7265666845206213,1.0,0.8416317667132,0.9627728812885661,0.9916587774735819,0.9770023670697492,0.7653442079071053,0.9338787214303786,0.8412535612535611
135,15,50,1,2,3,0,0,0,10,19771,0.8061617458279846,0.9650933040614709,0.8784972022382094,20.0,0.9144996879550655,0.9650933040614709,0.9391155735953856,0.7885816235504014,0.973139586085425,0.8711934561939488,20.0,0.8540216550657386,0.972479084103919,0.9094091002676549,0.8634615384615385,1.0,0.9267285861713106,20.0,0.8634615384615385,1.0,0.9267285861713106,0.9655946079176629,0.9949301952444471,0.9800429254789371,0.8118211313302299,0.9761682639301162,0.8864415264353652
135,15,50,1,2,3,0,0,0,10,19622,0.7687901406005901,0.9590731918579471,0.8534540899894016,10.666666984558105,0.854404646660213,0.9556084885231702,0.9021772462434835,0.7970703822793855,0.9681058798003905,0.8743019496424024,13.333333015441895,0.8535737562459266,0.8524625732262964,0.8530178028658272,0.8444028687246647,1.0,0.9156382079459002,20.0,0.8483709273182958,1.0,0.9179661016949153,0.9616472751706334,0.991269320501604,0.9762336426789209,0.7963064671151998,0.9718475073313783,0.8753631938417419
135,15,50,1,2,3,0,0,0,10,73593,0.6225596529284165,0.6836821507571891,0.6516908604330549,11.333333015441895,0.785234899328859,0.6768759571209801,0.7270401169697525,0.7430523917995444,0.6930104100276184,0.7171595031329009,14.0,0.9025341130604289,0.6885489696197153,0.7811520848397203,0.3559259713200147,1.0,0.5249932206453946,20.0,0.3720691864189622,1.0,0.5423475581286767,0.920400261218781,0.9785529970040893,0.9485862068051797,0.535915381781824,0.7550415183867141,0.6268812902034411
135,15,50,1,2,3,0,0,0,10,45845,0.8401902005375232,0.9053241256404544,0.871541925798842,20.0,0.940305414160111,0.9053241256404544,0.9224832595619114,0.819457984012478,0.9160854402789886,0.8650818153751157,20.0,0.9022556390977443,0.9154315605928509,0.9087958455047063,0.7121132669113791,1.0,0.8318529862174578,13.333333015441895,0.7158671586715867,1.0,0.8344086021505376,0.9399461326831995,0.9793323293172691,0.9592351019183916,0.7970246734397678,0.9313151869753243,0.8589528017831307
135,15,50,1,2,3,0,0,0,10,45798,0.8309973593337396,0.9072965180749611,0.8674724342663274,20.0,0.9301955434288313,0.9072965180749611,0.9186033456831706,0.7701582516955539,0.9024282560706401,0.8310632242325676,16.0,0.8894461404273877,0.9004415011037528,0.8949100482667837,0.6951816542128317,1.0,0.8201854385164918,20.0,0.6993260756868844,1.0,0.8230628431970715,0.966821691515505,0.9914075997505597,0.9789603054629514,0.7707624716553289,0.9267274431285678,0.8415799450655731
135,15,50,1,2,3,0,0,0,10,19753,0.818013685962641,0.9708077260755048,0.8878851751480479,20.0,0.9422667234767789,0.9708077260755048,0.9563243243243242,0.8165292353823088,0.964364763169544,0.8843109397199107,14.0,0.9339764201500536,0.964364763169544,0.948927365784602,0.8634460547504026,1.0,0.9267196681645351,14.0,0.8662358642972536,1.0,0.9283240997229917,0.971169284096588,0.9937062100178424,0.9823084989110854,0.8276285384170999,0.9749893662271374,0.895285708706011
