NumC50Attributes,NumEventTypes,NumValues,NumConstraints,NumAttributes,NumEventConstraints,NumNegations,NumAggregates,NumParameters,Window,NumErrors,OriginalPrecision_Rule1,OriginalRecall_Rule1,OriginalF1_Rule1,MissClassificationCost_Rule1,FinalPrecision_Rule1,FinalRecall_Rule1,FinalF1_Rule1,OriginalPrecision_Rule2,OriginalRecall_Rule2,OriginalF1_Rule2,MissClassificationCost_Rule2,FinalPrecision_Rule2,FinalRecall_Rule2,FinalF1_Rule2,OriginalPrecision_Rule3,OriginalRecall_Rule3,OriginalF1_Rule3,MissClassificationCost_Rule3,FinalPrecision_Rule3,FinalRecall_Rule3,FinalF1_Rule3,OriginalPrecision_Rule4,OriginalRecall_Rule4,OriginalF1_Rule4,MissClassificationCost_Rule4,FinalPrecision_Rule4,FinalRecall_Rule4,FinalF1_Rule4,OriginalPrecision_Rule5,OriginalRecall_Rule5,OriginalF1_Rule5,MissClassificationCost_Rule5,FinalPrecision_Rule5,FinalRecall_Rule5,FinalF1_Rule5,OriginalPrecision_Rule6,OriginalRecall_Rule6,OriginalF1_Rule6,MissClassificationCost_Rule6,FinalPrecision_Rule6,FinalRecall_Rule6,FinalF1_Rule6,OriginalPrecision_Rule7,OriginalRecall_Rule7,OriginalF1_Rule7,MissClassificationCost_Rule7,FinalPrecision_Rule7,FinalRecall_Rule7,FinalF1_Rule7,OriginalPrecision_Rule8,OriginalRecall_Rule8,OriginalF1_Rule8,MissClassificationCost_Rule8,FinalPrecision_Rule8,FinalRecall_Rule8,FinalF1_Rule8,OriginalPrecision_Rule9,OriginalRecall_Rule9,OriginalF1_Rule9,MissClassificationCost_Rule9,FinalPrecision_Rule9,FinalRecall_Rule9,FinalF1_Rule9,OriginalPrecision_Rule10,OriginalRecall_Rule10,OriginalF1_Rule10,MissClassificationCost_Rule10,FinalPrecision_Rule10,FinalRecall_Rule10,FinalF1_Rule10,SystemPrecisionFinal,SystemRecallFinal,SystemF1Final,SystemPrecisionOriginal,SystemRecallOriginal,SystemF1Original
135,15,50,1,2,3,0,0,0,10,41379,0.7409519631498136,0.9357340720221606,0.8270290121189864,17.33333396911621,0.8507840161861406,0.9318559556786704,0.8894764674775252,0.6391160605533321,0.9261220373171962,0.7563059816740451,15.333333015441895,0.789748045178106,0.9167927382753404,0.848541423570595,0.623730964467005,0.9260480452190297,0.7454028436018958,14.666666984558105,0.7637396065706753,0.8869524258125294,0.820747520976354,0.8212744351358213,0.9729323308270676,0.8906938325991188,10.666666984558105,0.8639851812648849,0.9819548872180451,0.9192004504504504,0.8306391444914201,0.9875813128326434,0.9023368904498177,20.0,0.9015275504637207,0.9772324068598462,0.9378547105561862,0.6117678310532607,0.9401918758930394,0.7412294818152558,18.0,0.7806176783812566,0.8977342314758114,0.8350897180290516,0.8221070811744386,0.990487514863258,0.898476472967507,13.333333015441895,0.9070146818923328,0.9916765755053508,0.9474581084919058,0.7180167312793307,0.9680880330123797,0.8245079662605436,16.0,0.8506477633830359,0.9573590096286108,0.9008542583484339,0.8465197796695042,0.9909144196951934,0.9130434782608695,15.333333015441895,0.9078204783660306,0.9900351699882767,0.9471470629468666,0.7340779467680608,0.9490015360983103,0.8278172316762695,20.0,0.800471327572663,0.9391705069124424,0.8642917726887193,0.9560298661302249,0.9921224037390808,0.9737417998595167,0.7204344736574967,0.9566237127298215,0.8218971846807722
135,15,50,1,2,3,0,0,0,10,40675,0.6364605543710021,0.9441222983658408,0.760348121417958,7.333333492279053,0.7048857368006304,0.9430680021085925,0.8067643742953776,0.7771607918879768,0.9473219540906416,0.8538461538461538,14.666666984558105,0.8311488049344642,0.951736315479694,0.8873645218822884,0.8816864295125165,0.9881866509155346,0.9319036345912827,7.333333492279053,0.9305748403221328,0.9896633195510928,0.9592099613568055,0.5860423501342081,0.9310589907604833,0.7193191177816418,9.333333015441895,0.6933309037900874,0.9014451551764985,0.7838088371613967,0.7749542124542125,0.9851571594877765,0.8675038441824705,20.0,0.8649542217700915,0.989813736903376,0.9231813246471227,0.8363177805800757,0.9603243556327831,0.8940415206255056,20.0,0.8972695323060287,0.9611931653634521,0.9281319910514543,0.5621480565856338,0.9025358324145535,0.6927894380501016,10.0,0.6512899367845549,0.8405733186328556,0.7339237581825183,0.791069330199765,0.9917501473187978,0.880115047718656,20.0,0.9073525451117694,0.9926340601060696,0.9480793583790629,0.7442229270502945,0.9546643417611159,0.8364099299809038,16.0,0.8394293125810636,0.940424295263005,0.8870614035087719,0.8103908715707696,0.9785986514218704,0.8865869853917663,20.0,0.9054604726976365,0.9771328056288479,0.9399323181049068,0.9236288706215754,0.9884165839529225,0.9549250944384423,0.7162081646908964,0.9558803367243413,0.818867304033262
135,15,50,1,2,3,0,0,0,10,38599,0.7161936560934892,0.9557226399331662,0.8187999522843851,14.0,0.8250060342746802,0.9518240044555834,0.8838893198862167,0.7321146468065899,0.949093036863663,0.8266021149190979,17.33333396911621,0.8321392016376663,0.9514335868929198,0.8877968877968877,0.6457689477557027,0.9729490022172949,0.7762936753648828,20.0,0.8320045558086561,0.971840354767184,0.8965023522192677,0.6931708260785452,0.9539403620873269,0.8029131652661065,17.33333396911621,0.8189830508474576,0.9648562300319489,0.885955262192886,0.7726954492415402,0.9653061224489796,0.8583279325988334,20.0,0.8757944915254238,0.9641399416909621,0.9178462392450736,0.774802773129333,0.9762048192771084,0.8639210982273756,20.0,0.8520569620253164,0.9731927710843373,0.9086051743532059,0.6711307001186642,0.9768073032321737,0.7956189710610934,14.0,0.8049139017219655,0.9457192203306193,0.86965399886557,0.7844367015098722,0.9695664656904966,0.867231638418079,18.66666603088379,0.8949906241628717,0.9592305483778352,0.9259977827050997,0.7530864197530864,0.9644988066825776,0.8457815565729235,20.0,0.8698144104803494,0.9507756563245824,0.9084948688711516,0.7366494401378122,0.9682988961222757,0.8367371896783661,20.0,0.8478206724782067,0.9634871214265497,0.9019607843137254,0.9358636588177177,0.9928422495403229,0.9635113121778563,0.7211451758340848,0.9655106184492125,0.8256258651838295
135,15,50,1,2,3,0,0,0,10,33813,0.8815896188158961,0.9792792792792793,0.9278702518139137,17.33333396911621,0.9472004641717435,0.9804804804804805,0.9635531946288919,0.8575788402848423,0.9900176159718145,0.9190515126737532,20.0,0.9163952225841476,0.9911920140927775,0.952327221438646,0.7727062094531975,0.9655471916618413,0.8584298584298584,20.0,0.8839261834715164,0.9568616097278517,0.9189489781732239,0.7791627469426152,0.9707002636976267,0.8644487932159165,20.0,0.8543114543114543,0.9724582478757691,0.9095642641819677,0.748220640569395,0.9650028686173264,0.8428965171636181,16.0,0.8370186335403726,0.9664371772805508,0.8970842763946212,0.7311802973977695,0.9332740213523132,0.8199583116206357,14.666666984558105,0.8042121684867395,0.9172597864768683,0.857024106400665,0.7836930455635491,0.9700207776788364,0.8669584825573683,12.0,0.8753004005340453,0.972989017512615,0.9215631149845376,0.7798017062485589,0.9788712011577424,0.8680698151950719,20.0,0.8590862422997947,0.9687409551374819,0.9106244048428785,0.7904607548043528,0.9892784700086932,0.8787644787644787,14.0,0.8547821732598898,0.9892784700086932,0.9171255876427132,0.5982350209010683,0.9319826338639653,0.7287128712871286,12.666666984558105,0.6774315391879131,0.8651712493970092,0.7598771316597818,0.9377539503386004,0.9920226857206821,0.9641252515728972,0.761448830277301,0.9666876899260364,0.8518808579440669
135,15,50,1,2,3,0,0,0,10,40266,0.7518018018018018,0.9669756662804172,0.8459199189052204,20.0,0.878524374176548,0.9658169177288528,0.9201048709810956,0.5962630792227205,0.9348488399343802,0.7281190106781052,6.666666507720947,0.6650444705487498,0.9287555659714085,0.7750831214551144,0.7355909396725723,0.9573847051955633,0.8319594166138238,14.0,0.8132141082960755,0.9556333917104495,0.8786902844873858,0.7313188100257672,0.9253112033195021,0.816956692398273,14.666666984558105,0.8319103521878335,0.9241256668642561,0.8755967424880652,0.8050062578222779,0.9483928044824536,0.8708367181153533,20.0,0.8979933110367893,0.9501621940430551,0.9233414529302193,0.594301007556675,0.9035423647678315,0.7169990503323836,8.0,0.6571530503032466,0.8817616084250838,0.7530662305805397,0.7340081843635581,0.964619303707897,0.8336594911937378,14.666666984558105,0.830896686159844,0.9651853948485706,0.8930208196935969,0.6448358099431297,0.9421066738139909,0.7656284033979526,14.666666984558105,0.7408816289997763,0.8874296435272045,0.807560975609756,0.6786140979689367,0.96,0.7951469902006533,16.0,0.8164739884393064,0.9549295774647887,0.8802908335497274,0.6303916260602779,0.9598790876614455,0.7610021786492375,10.0,0.742831541218638,0.9112393514701841,0.8184622979143527,0.9244153873504821,0.9885316924790609,0.9553990458457283,0.6791710904014785,0.9453490599600449,0.7904534169307689
135,15,50,1,2,3,0,0,0,10,43686,0.6640369443909948,0.9554263565891473,0.78351685775911,14.0,0.7532150776053215,0.9404761904761905,0.8364934745136665,0.7953443258971872,0.9624413145539906,0.8709506107275624,20.0,0.8753653999468509,0.9665492957746479,0.918700320736299,0.6293635971843126,0.9772473789872853,0.7656413841314226,20.0,0.8400609291698401,0.9841623912558555,0.9064201335387776,0.7281960697725768,0.9501584557764333,0.8245,16.0,0.8456358456358456,0.940651109190435,0.8906164757228586,0.7989828045531606,0.9936746987951808,0.885756477379514,20.0,0.8500514403292181,0.9954819277108434,0.9170366259711431,0.8125625625625625,0.9692537313432836,0.884018513476722,20.0,0.9138566166052706,0.9626865671641791,0.9376362843436545,0.7111898312148365,0.9477922799222438,0.8126190476190476,18.0,0.8317874153923289,0.9214107192446542,0.8743083003952569,0.5755404570722669,0.9147849990182604,0.7065514103730665,20.0,0.7047296024119089,0.734341252699784,0.7192307692307692,0.6769964243146603,0.9362637362637363,0.785796633617708,14.0,0.80396370582617,0.925,0.8602452733776188,0.6622447198463955,0.9324158269845171,0.7744437640334761,15.333333015441895,0.7770326906957251,0.911280412877857,0.8388191381065491,0.9235142848498906,0.9882438003151102,0.9547832161270312,0.6888749453349305,0.9522432780508319,0.7994263018534864
135,15,50,1,2,3,0,0,0,10,38167,0.7287124168005509,0.9379615952732644,0.8202014983208474,20.0,0.821774404606124,0.9276218611521418,0.8714959755759089,0.8837271037961243,0.979982337356491,0.9293690675600222,20.0,0.9416222284591637,0.987636149543715,0.964080459770115,0.772170151405912,0.945,0.849887581007803,15.333333015441895,0.8768336562413507,0.9317647058823529,0.9034649935833453,0.6290646999664767,0.9398948159278738,0.7536901295310775,19.33333396911621,0.762388554841385,0.9208615076383672,0.8341651542649728,0.7897107633949739,0.9719871607820251,0.8714192282537606,18.66666603088379,0.89,0.9608987452582434,0.9240914830924652,0.6971517147839565,0.9574241617881852,0.8068169077250812,18.0,0.8203771849126035,0.9491750931346461,0.8800888230940044,0.6271136161376446,0.9739691315365123,0.7629703148966885,10.0,0.75932699341624,0.9564616447823082,0.8465694770109085,0.7627677100494233,0.9637228664882546,0.851550183920126,20.0,0.8570283270978086,0.9536128456735058,0.9027445460942997,0.7572902646926873,0.9651229273870783,0.8486676721970839,20.0,0.8611920529801325,0.9293882218410521,0.8939914753196756,0.6427644386761843,0.9595543715185275,0.7698435830175848,13.333333015441895,0.795478116573325,0.92879631872124,0.8569832402234636,0.9293602807221376,0.9897892569972818,0.9586233940184345,0.714944256036391,0.959526859447821,0.8193730071915657
135,15,50,1,2,3,0,0,0,10,43730,0.7370136926755053,0.9570985040925769,0.8327603143418467,20.0,0.8121680347658136,0.9494778436353373,0.8754716981132075,0.7725631768953068,0.9653228080067663,0.8582529138989848,20.0,0.8533400301356102,0.957992669861855,0.9026431132952584,0.5978734306943377,0.9300518134715026,0.7278540237055522,12.666666984558105,0.7135931046866583,0.7919489836588283,0.7507320298479266,0.698092280390417,0.9299645390070922,0.7975164723770906,11.333333015441895,0.763844840204928,0.9252364066193853,0.8368301483362288,0.5936419041344095,0.9298245614035088,0.7246405951543178,6.0,0.6471115895227844,0.9305985552115583,0.7633862433862434,0.7049291019581364,0.9575053500458576,0.8120300751879699,20.0,0.7970058360822126,0.9602568022011617,0.8710482529118135,0.5607173994270769,0.9284388533718293,0.6991768908215561,10.666666984558105,0.6554786006038004,0.76118787378841,0.7043893129770993,0.7974199713330148,0.9765944997074313,0.8779589689637034,15.333333015441895,0.8509664292980671,0.9789350497366881,0.9104761904761904,0.7452392011147236,0.9463285166617517,0.8338313628686501,20.0,0.8261880165289256,0.943379534060749,0.8809032080407545,0.7866405676535356,0.946980854197349,0.859395883453622,20.0,0.8406266882766072,0.9166421207658321,0.8769902775820769,0.9181796241399253,0.9834294563057077,0.9496850828534119,0.6790485810669157,0.9452669001379603,0.7903417220305896
135,15,50,1,2,3,0,0,0,10,42913,0.7465137201979307,0.9639848968922451,0.8414247686652301,16.0,0.835619918699187,0.9552715654952076,0.8914487057866919,0.7557834486048175,0.9442789034564958,0.8395814015101337,20.0,0.8317256162915327,0.9249106078665077,0.8758465011286681,0.5909625563614977,0.9374902814492303,0.7249443876630794,20.0,0.8402212821347218,0.8029855387964546,0.8211815218255545,0.7662073639033206,0.9747126436781609,0.8579739471354496,10.666666984558105,0.8072978774147388,0.9727011494252874,0.8823146096702722,0.7806955287437899,0.9635036496350365,0.8625196027182437,10.666666984558105,0.8488462535649468,0.9559124087591241,0.8992035155177149,0.7590704292150818,0.9398120963006459,0.8398268398268398,20.0,0.8226744186046512,0.9139753376394598,0.8659248956884562,0.6519083969465649,0.9507669470559129,0.773472879138573,16.66666603088379,0.7643139704351447,0.9082137555665513,0.8300734878462409,0.8585780525502318,0.9946284691136974,0.921609290750726,20.0,0.9423403052572075,0.9949268874962698,0.9679198722601249,0.6537935748462064,0.9654302296240223,0.7796230259806419,16.66666603088379,0.8079795178152336,0.9555892001009336,0.8756069364161849,0.7750059396531243,0.9642329293526456,0.8593256059009483,20.0,0.8461336828309305,0.9541826780963641,0.8969158099472074,0.9252509045935805,0.9880092713429393,0.9556007944496407,0.7114258001939864,0.9580459770114943,0.8165200935099634
135,15,50,1,2,3,0,0,0,10,47144,0.7184809008611173,0.9437354988399071,0.8158455559734237,12.0,0.8040906850665352,0.9463457076566125,0.8694377831068477,0.778138026864289,0.9594517418617933,0.8593350383631714,20.0,0.86512370311253,0.9286122215876642,0.8957443878253685,0.7279330838652872,0.9421652421652421,0.8213088290078231,20.0,0.8464751958224543,0.9236467236467236,0.8833787465940054,0.6069560669456067,0.9584967995044394,0.7432551437034666,20.0,0.7784167794316644,0.9502374561222383,0.8557880055788005,0.643107476635514,0.9657894736842105,0.7720897615708274,20.0,0.8102817416758141,0.9712719298245615,0.8835028924795532,0.5910960916838084,0.8898473788984738,0.7103381301315441,10.666666984558105,0.7048384083691388,0.8345498783454988,0.7642292890419283,0.7757032611401543,0.9491318915625951,0.8536986301369863,20.0,0.8688981868898187,0.9488272921108742,0.9071054164239953,0.7944017835026009,0.9621962196219622,0.8702849389416554,14.0,0.8739357319417742,0.9546954695469547,0.9125322626899913,0.8056217246307765,0.9885998246126864,0.8877805486284288,9.333333015441895,0.8785046728971962,0.9891844489915229,0.9305651038086072,0.6429497335445773,0.963314630988347,0.7711842446229594,20.0,0.8236167842554771,0.9572723349158394,0.8854291417165668,0.922778080697928,0.9892021502709979,0.9548362968028722,0.6895726241950749,0.9514530789911663,0.7996169654192937
