NumC50Attributes,NumEventTypes,NumValues,NumConstraints,NumAttributes,NumEventConstraints,NumNegations,NumAggregates,NumParameters,Window,NumErrors,OriginalPrecision_Rule1,OriginalRecall_Rule1,OriginalF1_Rule1,MissClassificationCost_Rule1,FinalPrecision_Rule1,FinalRecall_Rule1,FinalF1_Rule1,OriginalPrecision_Rule2,OriginalRecall_Rule2,OriginalF1_Rule2,MissClassificationCost_Rule2,FinalPrecision_Rule2,FinalRecall_Rule2,FinalF1_Rule2,OriginalPrecision_Rule3,OriginalRecall_Rule3,OriginalF1_Rule3,MissClassificationCost_Rule3,FinalPrecision_Rule3,FinalRecall_Rule3,FinalF1_Rule3,OriginalPrecision_Rule4,OriginalRecall_Rule4,OriginalF1_Rule4,MissClassificationCost_Rule4,FinalPrecision_Rule4,FinalRecall_Rule4,FinalF1_Rule4,OriginalPrecision_Rule5,OriginalRecall_Rule5,OriginalF1_Rule5,MissClassificationCost_Rule5,FinalPrecision_Rule5,FinalRecall_Rule5,FinalF1_Rule5,SystemPrecisionFinal,SystemRecallFinal,SystemF1Final,SystemPrecisionOriginal,SystemRecallOriginal,SystemF1Original
135,15,50,1,2,3,0,0,0,10,19748,0.7136563876651982,0.9518746502518187,0.8157295288334732,14.0,0.8260343576094846,0.9552322327923894,0.8859478396263137,0.6900766143743159,0.9625954198473282,0.8038674033149171,11.333333015441895,0.8192349726775956,0.9536895674300254,0.8813639035861257,0.6466840901666122,0.9494004796163069,0.7693354061406918,10.0,0.7573239143985041,0.8741007194244604,0.8115328954692197,0.8497593108690145,0.994661921708185,0.91651865008881,18.66666603088379,0.9217462932454695,0.9955516014234875,0.9572284003421727,0.822336265884653,0.9958567623557265,0.9008164904296613,20.0,0.9026287553648069,0.9958567623557265,0.9469537076122132,0.950060947326408,0.99454023961968,0.9717919011364891,0.731790249897583,0.9694979647218454,0.8340375860861445
135,15,50,1,2,3,0,0,0,10,20134,0.6673710160239479,0.9763008758371973,0.7928040999895407,8.0,0.730464981670847,0.9752704791344667,0.835300606729178,0.7747062888735314,0.9641628440366973,0.8591135521778005,14.0,0.8365505139132615,0.9567087155963303,0.8926039855557042,0.8421314741035857,0.9938289744343226,0.9117131688906861,20.0,0.9310060472787246,0.9952982662356744,0.962079250106519,0.6014644351464435,0.9675480769230769,0.7417987467747881,6.0,0.6712098266868585,0.9588942307692307,0.7896664357121647,0.7688123300090662,0.9973537194942664,0.8682964290285422,19.33333396911621,0.8724279835390947,0.9973537194942664,0.9307175195500069,0.9166296983384417,0.9923864101514531,0.9530049031297745,0.7140811455847256,0.9791643940220356,0.8258729355476837
135,15,50,1,2,3,0,0,0,10,20430,0.7432580574435431,0.9691252144082333,0.8412954460851222,16.0,0.8741035856573706,0.9408233276157805,0.906237092110698,0.7493478260869565,0.9859839816933639,0.8515316205533597,14.0,0.8459657701711492,0.9897025171624714,0.9122066965462694,0.6428145497912939,0.992862076905365,0.7803818658944891,20.0,0.861376292760541,0.9972369329956251,0.9243410521822644,0.7061185468451243,0.9811370882040382,0.8212141427618412,15.333333015441895,0.8304160036371903,0.970510095642933,0.8950140879578585,0.7732837778749453,0.9918676388109927,0.869041769041769,13.333333015441895,0.8617747440273038,0.9913067863151991,0.9220135628586333,0.9284136907538979,0.9961146256930506,0.9610733686277936,0.7158882873057297,0.9845717040767129,0.8290031574199368
135,15,50,1,2,3,0,0,0,10,16434,0.8569956196856481,0.9970023980815348,0.9217126229735347,20.0,0.9470839260312944,0.9979016786570744,0.9718289300831996,0.8742959549411162,0.9953366365491111,0.9308981872700014,20.0,0.9157303370786517,0.9976683182745555,0.9549449016599247,0.7821011673151751,0.9915844457341846,0.8744721689059501,19.33333396911621,0.9163961038961039,0.9828786999419616,0.9484738168580229,0.8009833762584875,0.993033381712627,0.8867288750648006,20.0,0.8689655172413793,0.9875181422351234,0.9244565217391304,0.7759374281113411,0.9911842491918895,0.8704516129032257,14.0,0.8663582626574146,0.9905965324713488,0.9243213600219359,0.9473603302881237,0.9979272981313297,0.9719865802358147,0.8160200250312891,0.9936111599554539,0.8961014933262851
135,15,50,1,2,3,0,0,0,10,18662,0.7602601480152501,0.9669138619509412,0.8512241054613937,20.0,0.8813735691987513,0.966343411294923,0.9219047619047619,0.6233464166303242,0.9705749207786328,0.7591395945826325,8.0,0.7185413456599897,0.9499773653236758,0.8182084023783995,0.7416173570019724,0.9803012746234068,0.8444167186525265,11.333333015441895,0.8126801152737753,0.9803012746234068,0.888655462184874,0.768344998871077,0.9761904761904762,0.8598862918509159,20.0,0.8713435154025369,0.9655765920826161,0.9160429990474894,0.8153622486067361,0.9902884049440848,0.8943521594684385,20.0,0.9239459906310278,0.9867569158328429,0.9543190550732886,0.9420683856502242,0.9939332410095166,0.9673060920072233,0.7290346322116368,0.9764512595837898,0.8347964510616382
135,15,50,1,2,3,0,0,0,10,19784,0.6572931785195936,0.9807796426637791,0.787095372583098,10.0,0.7658891504386903,0.9688684353004873,0.8555037647902474,0.8285857071464268,0.971294669009959,0.8942826321467098,20.0,0.9103275957801221,0.960456942003515,0.9347206385404788,0.617334655147996,0.9888838475499092,0.760136018833377,20.0,0.8844555278470491,0.9655172413793104,0.9232104121475054,0.7614840989399293,0.983176504134588,0.8582451773490977,18.0,0.833578071463534,0.9712004562303963,0.8971421045699987,0.8198983297022513,0.9970562260818369,0.8998405951115834,14.666666984558105,0.8604828462515883,0.9967618486900206,0.9236224768139663,0.9295194328418078,0.9947414098807369,0.9610250862127256,0.7185939605294444,0.9844191096634093,0.8307600678059285
135,15,50,1,2,3,0,0,0,10,17256,0.7783771634075073,0.9968336211859528,0.8741638268332703,20.0,0.8320481927710843,0.9939550949913645,0.9058237145855194,0.8643469490670701,0.9973814372999709,0.9261110360664595,14.0,0.9422759758108851,0.9973814372999709,0.9690459363957598,0.8251526251526251,0.9825530677522536,0.8970002654632333,20.0,0.9108612177729019,0.9656876999127654,0.9374735356386733,0.6841741534208707,0.994475138121547,0.8106448311156602,20.0,0.844289146101769,0.9708689100954294,0.9031655180469572,0.8223251279551548,0.9920611584827992,0.8992537313432836,14.0,0.9023542001070091,0.9917671273154954,0.9449502731474997,0.9396798922568532,0.9968067894751781,0.9674007111653884,0.7858577742065086,0.9927254271696836,0.8772611750635371
135,15,50,1,2,3,0,0,0,10,23011,0.777040932997942,0.9697488584474886,0.8627650120604291,20.0,0.8528967254408061,0.966324200913242,0.9060743912229061,0.7617692139259908,0.9886331344131856,0.860499628988375,16.0,0.8898543317147968,0.9894856493321966,0.9370290635091496,0.5885843123294173,0.9729305610043154,0.7334565619223659,13.333333015441895,0.7734319943622269,0.8611220086308357,0.8149248190087247,0.7695521002552796,0.9678925861062464,0.8574014221073044,7.333333492279053,0.810302734375,0.9687682428488033,0.8824780643445893,0.6460296096904441,0.9585621567648527,0.7718592964824121,5.333333492279053,0.671129117491633,0.9510733899151274,0.7869461943612517,0.9094022749165637,0.9893613642859411,0.9476982356519975,0.6876538740043446,0.971359893622462,0.8052487651834735
135,15,50,1,2,3,0,0,0,10,23516,0.7610048910626945,0.9802405498281787,0.8568210262828535,20.0,0.8451477896939577,0.9252577319587629,0.8833902939166097,0.828992628992629,0.9865497076023392,0.9009345794392525,20.0,0.8907607265069756,0.9894736842105263,0.9375259731264717,0.5909090909090909,0.9654576856649395,0.7331147540983606,20.0,0.8426912676952442,0.8318417333961375,0.8372313527180785,0.7611159546643418,0.9817261737419174,0.8574585635359117,16.0,0.8140293637846656,0.9820073095305032,0.8901630988786952,0.7738944365192582,0.9792418772563177,0.8645418326693227,11.333333015441895,0.8691588785046729,0.9792418772563177,0.92092233696421,0.9226228207650996,0.9912467985008837,0.9557045141434568,0.7091976375684241,0.976738418807658,0.8217400375547674
135,15,50,1,2,3,0,0,0,10,23984,0.7601820250284415,0.968686575819078,0.8518612952575216,17.33333396911621,0.8533672172808132,0.9736155407364453,0.909534127843987,0.7697610294117647,0.9824046920821115,0.8631795928884308,19.33333396911621,0.8641205507924136,0.975366568914956,0.9163796666207468,0.756768752774079,0.9849797804737146,0.8559236947791165,20.0,0.887412040656763,0.9835355285961872,0.9330045211672832,0.6151695636319436,0.9946933962264151,0.7601952684941795,20.0,0.8777739251040222,0.9950864779874213,0.932756079587325,0.6477004716981132,0.9894167980184643,0.7828953229398664,20.0,0.8341277407054337,0.985138482323801,0.903365682428247,0.9265670593913864,0.9967508201622229,0.9603784025530043,0.6919048966883669,0.9851889168765743,0.8129026894458993
